Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Glimmet,LV11.5,11,7,14,520
Glimmet,LV11.5,11,9,11,520
Glimmet,LV11.5,11,10,10,520
Glimmet,LV11.5,11,13,6,520
Glimmet,LV11.5,11,14,5,520
Glimmet,LV11.5,11,15,4,520
Glimmet,LV12,12,1,8,520
Glimmet,LV12,12,4,4,520
Glimmet,LV12,12,5,3,520
Glimmet,LV11.5,12,5,15,520
Glimmet,LV11.5,12,8,11,520
Glimmet,LV11.5,12,11,7,520
Glimmet,LV11.5,12,12,6,520
Glimmet,LV11.5,12,13,5,520
Glimmet,LV11,12,15,15,520
Glimmet,LV12,13,0,8,520
Glimmet,LV12,13,3,4,520
Glimmet,LV11.5,13,4,15,520
Glimmet,LV12,13,6,0,520
Glimmet,LV11.5,13,6,12,520
Glimmet,LV11.5,13,7,11,520
Glimmet,LV11.5,13,9,8,520
Glimmet,LV11.5,13,10,7,520
Glimmet,LV11.5,13,11,6,520
Glimmet,LV11.5,13,14,2,520
Glimmet,LV11,13,14,15,520
Glimmet,LV11.5,13,15,1,520
Glimmet,LV12,14,1,5,520
Glimmet,LV12,14,2,4,520
Glimmet,LV11.5,14,3,15,520
Glimmet,LV12,14,5,0,520
Glimmet,LV11.5,14,5,12,520
Glimmet,LV11.5,14,8,8,520
Glimmet,LV11.5,14,9,7,520
Glimmet,LV11.5,14,12,3,520
Glimmet,LV11.5,14,13,2,520
Glimmet,LV11.5,14,14,1,520
Glimmet,LV11.5,14,15,0,520
Glimmet,LV11,14,15,12,520
Glimmet,LV12,15,0,5,520
Glimmet,LV12,15,1,4,520
Glimmet,LV11.5,15,3,13,520
Glimmet,LV12,15,4,0,520
Glimmet,LV11.5,15,4,12,520
Glimmet,LV11.5,15,6,9,520
Glimmet,LV11.5,15,7,8,520
Glimmet,LV11.5,15,10,4,520
Glimmet,LV11.5,15,11,3,520
Glimmet,LV11.5,15,12,2,520
Glimmet,LV11,15,13,13,520
Glimmet,LV11,15,14,12,520
Glimmet,LV11,15,15,11,520
