Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Nacli,LV22,4,14,1,520
Nacli,LV21.5,4,14,8,520
Nacli,LV22,4,15,0,520
Nacli,LV21,4,15,14,520
Nacli,LV23,5,0,3,520
Nacli,LV22.5,5,1,8,520
Nacli,LV22,5,1,15,520
Nacli,LV23,5,2,0,520
Nacli,LV22.5,5,2,7,520
Nacli,LV22,5,2,14,520
Nacli,LV22.5,5,4,4,520
Nacli,LV22,5,4,11,520
Nacli,LV22.5,5,5,3,520
Nacli,LV22,5,6,8,520
Nacli,LV22.5,5,7,0,520
Nacli,LV22,5,7,7,520
Nacli,LV21.5,5,7,14,520
Nacli,LV22,5,9,4,520
Nacli,LV22,5,10,3,520
Nacli,LV21.5,5,10,10,520
Nacli,LV21,5,12,15,520
Nacli,LV21.5,5,13,6,520
Nacli,LV21.5,5,14,5,520
Nacli,LV21,5,14,12,520
Nacli,LV21,5,15,11,520
Nacli,LV23,6,0,0,520
Nacli,LV22.5,6,1,5,520
Nacli,LV22,6,1,12,520
Nacli,LV22.5,6,2,4,520
Nacli,LV22,6,3,9,520
Nacli,LV22.5,6,4,1,520
Nacli,LV22,6,4,8,520
Nacli,LV21.5,6,4,15,520
Nacli,LV22.5,6,5,0,520
Nacli,LV22,6,6,5,520
Nacli,LV21.5,6,6,12,520
Nacli,LV22,6,7,4,520
Nacli,LV21.5,6,7,11,520
Nacli,LV22,6,9,1,520
Nacli,LV21.5,6,9,8,520
Nacli,LV22,6,10,0,520
Nacli,LV21.5,6,10,7,520
Nacli,LV21,6,10,14,520
Nacli,LV21,6,11,13,520
Nacli,LV21.5,6,13,3,520
Nacli,LV21.5,6,14,2,520
Nacli,LV21,6,14,9,520
Nacli,LV21,6,15,8,520
Nacli,LV22.5,7,1,2,520
Nacli,LV22,7,1,9,520
Nacli,LV22.5,7,2,1,520
Nacli,LV21.5,7,2,15,520
Nacli,LV22,7,3,6,520
Nacli,LV22,7,4,5,520
Nacli,LV21.5,7,4,12,520
Nacli,LV22,7,6,2,520
Nacli,LV21.5,7,6,9,520
Nacli,LV22,7,7,1,520
Nacli,LV21.5,7,7,8,520
Nacli,LV21,7,7,15,520
Nacli,LV21,7,8,14,520
Nacli,LV21.5,7,9,5,520
Nacli,LV21.5,7,10,4,520
Nacli,LV21,7,10,11,520
Nacli,LV21,7,11,10,520
Nacli,LV21.5,7,13,0,520
Nacli,LV21,7,13,7,520
Nacli,LV20.5,7,13,15,520
Nacli,LV21,7,14,6,520
Nacli,LV21,7,15,5,520
Nacli,LV20.5,7,15,12,520
Nacli,LV22,8,1,6,520
Nacli,LV21.5,8,1,13,520
Nacli,LV21.5,8,2,12,520
Nacli,LV22,8,3,3,520
Nacli,LV21.5,8,3,10,520
Nacli,LV22,8,4,2,520
Nacli,LV21.5,8,4,9,520
Nacli,LV21,8,5,15,520
Nacli,LV21.5,8,6,6,520
Nacli,LV21.5,8,7,5,520
Nacli,LV21,8,7,12,520
Nacli,LV21,8,8,11,520
Nacli,LV21.5,8,9,2,520
Nacli,LV21.5,8,10,1,520
Nacli,LV21,8,10,8,520
Nacli,LV21.5,8,11,0,520
Nacli,LV21,8,11,7,520
Nacli,LV20.5,8,12,13,520
Nacli,LV20.5,8,13,12,520
Nacli,LV21,8,14,3,520
Nacli,LV21,8,15,2,520
Nacli,LV20.5,8,15,9,520
Nacli,LV22,9,1,3,520
Nacli,LV21.5,9,1,10,520
Nacli,LV22,9,2,2,520
Nacli,LV21,9,3,15,520
Nacli,LV21.5,9,4,6,520
Nacli,LV21,9,4,13,520
Nacli,LV21,9,5,12,520
Nacli,LV21.5,9,6,3,520
Nacli,LV21.5,9,7,2,520
Nacli,LV21,9,7,9,520
Nacli,LV21,9,8,8,520
Nacli,LV20.5,9,9,14,520
Nacli,LV21,9,10,5,520
Nacli,LV21,9,11,4,520
Nacli,LV20.5,9,11,11,520
Nacli,LV20.5,9,12,10,520
Nacli,LV21,9,14,0,520
Nacli,LV20,9,14,15,520
Nacli,LV20.5,9,15,6,520
Nacli,LV20,9,15,14,520
Nacli,LV22,10,1,0,520
Nacli,LV21.5,10,1,7,520
Nacli,LV21.5,10,2,6,520
Nacli,LV21,10,2,13,520
Nacli,LV21.5,10,4,3,520
Nacli,LV21,10,4,10,520
Nacli,LV21.5,10,5,2,520
Nacli,LV21,10,5,9,520
Nacli,LV20.5,10,6,15,520
Nacli,LV21,10,7,6,520
Nacli,LV21,10,8,5,520
Nacli,LV20.5,10,8,12,520
Nacli,LV20.5,10,9,11,520
Nacli,LV21,10,11,1,520
Nacli,LV21,10,12,0,520
Nacli,LV20.5,10,12,7,520
Nacli,LV20,10,12,15,520
Nacli,LV20.5,10,13,6,520
Nacli,LV20,10,14,12,520
Nacli,LV20,10,15,11,520
Nacli,LV21,11,0,13,520
Nacli,LV21.5,11,1,4,520
Nacli,LV21.5,11,2,3,520
Nacli,LV21,11,2,10,520
Nacli,LV21.5,11,4,0,520
Nacli,LV20.5,11,4,15,520
Nacli,LV21,11,5,6,520
Nacli,LV20.5,11,6,12,520
Nacli,LV21,11,8,2,520
Nacli,LV21,11,9,1,520
Nacli,LV20.5,11,9,8,520
Nacli,LV20,11,11,13,520
Nacli,LV20.5,11,12,4,520
Nacli,LV20,11,12,12,520
Nacli,LV20.5,11,13,3,520
Nacli,LV20,11,14,9,520
Nacli,LV20,11,15,8,520
Nacli,LV21.5,12,0,3,520
Nacli,LV21,12,0,10,520
Nacli,LV21.5,12,2,0,520
Nacli,LV21,12,2,7,520
Nacli,LV20.5,12,2,15,520
Nacli,LV21,12,3,6,520
Nacli,LV20.5,12,4,12,520
Nacli,LV21,12,5,3,520
Nacli,LV21,12,6,2,520
Nacli,LV20.5,12,6,9,520
Nacli,LV20.5,12,7,8,520
Nacli,LV20,12,8,14,520
Nacli,LV20.5,12,9,5,520
Nacli,LV20,12,9,13,520
Nacli,LV20.5,12,10,4,520
Nacli,LV20,12,11,10,520
Nacli,LV20,12,12,9,520
Nacli,LV20.5,12,13,0,520
Nacli,LV20,12,14,6,520
Nacli,LV19.5,12,14,14,520
Nacli,LV20,12,15,5,520
Nacli,LV19.5,12,15,13,520
Nacli,LV21.5,13,0,0,520
Nacli,LV21,13,0,7,520
Nacli,LV20.5,13,0,15,520
Nacli,LV21,13,1,6,520
Nacli,LV20.5,13,1,13,520
Nacli,LV20.5,13,2,12,520
Nacli,LV21,13,3,3,520
Nacli,LV20.5,13,4,9,520
Nacli,LV20.5,13,6,6,520
Nacli,LV20,13,6,14,520
Nacli,LV20.5,13,7,5,520
Nacli,LV20,13,8,11,520
Nacli,LV20,13,9,10,520
Nacli,LV20.5,13,10,1,520
Nacli,LV20.5,13,11,0,520
Nacli,LV20,13,11,7,520
Nacli,LV19.5,13,11,15,520
Nacli,LV20,13,12,6,520
Nacli,LV19.5,13,12,14,520
Nacli,LV20,13,13,5,520
Nacli,LV19.5,13,14,11,520
Nacli,LV20,13,15,2,520
Nacli,LV19.5,13,15,10,520
Nacli,LV20.5,14,0,12,520
Nacli,LV21,14,1,3,520
Nacli,LV20.5,14,2,9,520
Nacli,LV20,14,3,15,520
Nacli,LV20.5,14,4,6,520
Nacli,LV20,14,4,14,520
Nacli,LV20.5,14,5,5,520
Nacli,LV20,14,6,11,520
Nacli,LV20.5,14,7,2,520
Nacli,LV20.5,14,8,1,520
Nacli,LV20,14,9,7,520
Nacli,LV19.5,14,9,15,520
Nacli,LV20,14,10,6,520
Nacli,LV19.5,14,11,12,520
Nacli,LV20,14,12,3,520
Nacli,LV19.5,14,12,11,520
Nacli,LV20,14,13,2,520
Nacli,LV20,14,14,1,520
Nacli,LV19.5,14,15,7,520
Nacli,LV19,14,15,15,520
Nacli,LV20.5,15,0,9,520
Nacli,LV21,15,1,0,520
Nacli,LV20,15,1,15,520
Nacli,LV20.5,15,2,6,520
Nacli,LV20,15,2,14,520
Nacli,LV20.5,15,3,5,520
Nacli,LV20,15,4,11,520
Nacli,LV20.5,15,5,2,520
Nacli,LV20.5,15,6,1,520
Nacli,LV20,15,6,8,520
Nacli,LV20,15,7,7,520
Nacli,LV19.5,15,7,15,520
Nacli,LV20,15,9,4,520
Nacli,LV19.5,15,9,12,520
Nacli,LV20,15,10,3,520
Nacli,LV19.5,15,10,11,520
Nacli,LV20,15,11,2,520
Nacli,LV19.5,15,12,8,520
Nacli,LV19.5,15,13,7,520
Nacli,LV19,15,13,15,520
